example_index,task_id,op_type,condition,website,confirmed_task
483,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
484,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
485,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,SELECT,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
486,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,SELECT,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
487,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,SELECT,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
488,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,SELECT,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
489,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,SELECT,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
490,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
491,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
492,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
493,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
494,a64e6a9d-4106-47ab-94fe-9dffda21aa6a,CLICK,Outcome-Aware,cars,Find the seller info and seller's notes about used car model 2013  BMW 135 with a max price of $4000
495,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,CLICK,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
496,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,TYPE,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
497,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,SELECT,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
498,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,TYPE,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
499,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,CLICK,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
500,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,TYPE,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
501,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,CLICK,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
502,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,CLICK,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
503,ac41d591-5fd7-4ae6-b0c6-9e80f8c48ae3,SELECT,Outcome-Aware,cars,"Calculate the estimated car loan payment amount for an average credit-rated person for a 15,000-dollar car with a down payment of 2000 dollars and loan tenure of 48 months in zip 65215 and shop for the lowest priced car."
504,e677b812-78b3-4687-9e2e-149a323a425e,TYPE,Outcome-Aware,recreation.gov,Open the most helpful 5 star reviews of Alpine Ridge.
505,e677b812-78b3-4687-9e2e-149a323a425e,CLICK,Outcome-Aware,recreation.gov,Open the most helpful 5 star reviews of Alpine Ridge.
506,e677b812-78b3-4687-9e2e-149a323a425e,CLICK,Outcome-Aware,recreation.gov,Open the most helpful 5 star reviews of Alpine Ridge.
507,e677b812-78b3-4687-9e2e-149a323a425e,CLICK,Outcome-Aware,recreation.gov,Open the most helpful 5 star reviews of Alpine Ridge.
508,e677b812-78b3-4687-9e2e-149a323a425e,SELECT,Outcome-Aware,recreation.gov,Open the most helpful 5 star reviews of Alpine Ridge.
509,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
510,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
511,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
512,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
513,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
514,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,TYPE,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
515,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
516,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
517,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
518,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
519,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,CLICK,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
520,e719ca92-3b81-4f40-b2d1-a3bf89e07c04,SELECT,Outcome-Aware,recreation.gov,Find highest rated accessible tent camping in Kansas between April 13-20
521,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
522,659e07c8-c514-4767-9ff0-828790fbda2d,TYPE,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
523,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
524,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
525,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
526,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
527,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
528,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
529,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
530,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
531,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
532,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
533,659e07c8-c514-4767-9ff0-828790fbda2d,CLICK,Outcome-Aware,tripadvisor,"Find a vacation rental with 2 bedrooms and 2 bathrooms for the 15 to 20 June period, in Kanha National Park, India, and book the cheapest one."
534,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
535,a4ddf1b0-515c-4def-9cad-be2378f755e9,TYPE,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
536,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
537,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
538,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
539,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
540,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
541,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
542,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
543,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
544,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
545,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
546,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
547,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
548,a4ddf1b0-515c-4def-9cad-be2378f755e9,CLICK,Outcome-Aware,tripadvisor,"Find the cheapest 2 rooms in a five-star hotel with a pool in Jaipur for 4 people with a check-in time of June 2, and check-out of 5."
549,fd600e18-8b5c-4b17-8dde-42332315be41,TYPE,Outcome-Aware,recreation.gov,Show me the rules and cancellation for Alley Spring.
550,fd600e18-8b5c-4b17-8dde-42332315be41,CLICK,Outcome-Aware,recreation.gov,Show me the rules and cancellation for Alley Spring.
551,fd600e18-8b5c-4b17-8dde-42332315be41,CLICK,Outcome-Aware,recreation.gov,Show me the rules and cancellation for Alley Spring.
552,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
553,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
554,71732d99-91cd-4626-a08d-4a1697fed670,TYPE,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
555,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
556,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
557,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
558,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
559,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
560,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
561,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
562,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
563,71732d99-91cd-4626-a08d-4a1697fed670,CLICK,Outcome-Aware,tripadvisor,Find hotels in Orlando from April 2nd to April 8th for 2 adults and 1 child aged 4 years.
564,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
565,039969ee-8f9a-4c49-9260-88267339e885,TYPE,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
566,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
567,039969ee-8f9a-4c49-9260-88267339e885,TYPE,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
568,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
569,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
570,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
571,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
572,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
573,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
574,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
575,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
576,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
577,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
578,039969ee-8f9a-4c49-9260-88267339e885,CLICK,Outcome-Aware,trip,"Book a cheapest bundle and save option for 2 adults from Ahmedabad to Dubai on April 5 with free cancellation options, hotel should be a 3 star near Burj Khalifa with guest rating above 4, one night"
579,7462a685-56a2-4e12-a7b8-055a03655978,TYPE,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
580,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
581,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
582,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
583,7462a685-56a2-4e12-a7b8-055a03655978,TYPE,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
584,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
585,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
586,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
587,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
588,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
589,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
590,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
591,7462a685-56a2-4e12-a7b8-055a03655978,CLICK,Outcome-Aware,tripadvisor,"Find the shortest Duration Rail Tour in Tokyo, Japan between Aug 13-18"
592,c72c2a37-1eb4-415d-ac97-801f4ba59219,CLICK,Outcome-Aware,recreation.gov,Find a park to camp in that is wheelchair accessible and has boat sites.
593,c72c2a37-1eb4-415d-ac97-801f4ba59219,CLICK,Outcome-Aware,recreation.gov,Find a park to camp in that is wheelchair accessible and has boat sites.
594,c72c2a37-1eb4-415d-ac97-801f4ba59219,CLICK,Outcome-Aware,recreation.gov,Find a park to camp in that is wheelchair accessible and has boat sites.
595,c72c2a37-1eb4-415d-ac97-801f4ba59219,CLICK,Outcome-Aware,recreation.gov,Find a park to camp in that is wheelchair accessible and has boat sites.
596,c72c2a37-1eb4-415d-ac97-801f4ba59219,CLICK,Outcome-Aware,recreation.gov,Find a park to camp in that is wheelchair accessible and has boat sites.
597,cde403e5-ac10-414a-9d5d-5ca7a3695b53,CLICK,Outcome-Aware,recreation.gov,Find the app for ios.
598,cde403e5-ac10-414a-9d5d-5ca7a3695b53,CLICK,Outcome-Aware,recreation.gov,Find the app for ios.
599,9eb5970c-9274-4226-8585-7397f7bd5b6f,CLICK,Outcome-Aware,tripadvisor,"Find the #1 rated ""Thing to do"" in Sedona, AZ"
600,9eb5970c-9274-4226-8585-7397f7bd5b6f,TYPE,Outcome-Aware,tripadvisor,"Find the #1 rated ""Thing to do"" in Sedona, AZ"
601,9eb5970c-9274-4226-8585-7397f7bd5b6f,CLICK,Outcome-Aware,tripadvisor,"Find the #1 rated ""Thing to do"" in Sedona, AZ"
602,9eb5970c-9274-4226-8585-7397f7bd5b6f,CLICK,Outcome-Aware,tripadvisor,"Find the #1 rated ""Thing to do"" in Sedona, AZ"
603,9eb5970c-9274-4226-8585-7397f7bd5b6f,CLICK,Outcome-Aware,tripadvisor,"Find the #1 rated ""Thing to do"" in Sedona, AZ"
604,eaa378ef-394c-46a3-b153-960b099f9f91,CLICK,Outcome-Aware,tiktok.music,Browse the best Australian food songs.
605,eaa378ef-394c-46a3-b153-960b099f9f91,CLICK,Outcome-Aware,tiktok.music,Browse the best Australian food songs.
606,eaa378ef-394c-46a3-b153-960b099f9f91,CLICK,Outcome-Aware,tiktok.music,Browse the best Australian food songs.
607,3b1340a5-203c-4a19-bebf-e437a8fd1a15,CLICK,Outcome-Aware,stubhub,Find Taylor Swift's concert and select a ticket.
608,3b1340a5-203c-4a19-bebf-e437a8fd1a15,CLICK,Outcome-Aware,stubhub,Find Taylor Swift's concert and select a ticket.
609,3b1340a5-203c-4a19-bebf-e437a8fd1a15,CLICK,Outcome-Aware,stubhub,Find Taylor Swift's concert and select a ticket.
610,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
611,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
612,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
613,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
614,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
615,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
616,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
617,613e8978-220a-414b-99b2-ffea08ee8c3e,CLICK,Outcome-Aware,stubhub,Find upcoming celine dion concerts happening and if any show is happening in france book 3 golden circle paper tickets. Show price with fees when booking.
618,662af945-3514-4dce-81d4-858b7669db40,TYPE,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
619,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
620,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
621,662af945-3514-4dce-81d4-858b7669db40,TYPE,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
622,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
623,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
624,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
625,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
626,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
627,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
628,662af945-3514-4dce-81d4-858b7669db40,CLICK,Outcome-Aware,stubhub,Find tickets of Taylor Swift event in Las Vegas this month and book 2 lowest priced aisle seat.
629,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
630,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
631,6f79871b-a798-4439-8415-34379a131074,TYPE,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
632,6f79871b-a798-4439-8415-34379a131074,CLICK,Outcome-Aware,stubhub,"Find a NOFX ticket for a show in Austin, Texas on April 23 for 1 person."
